기준일시,공급능력(MW),현재수요(MW),최대예측수요(MW),공급예비력(MW),공급예비율(%),운영예비력(MW),운영예비율(%)
20181001191000,84436.0,66532.3,67700.0,17903.7,26.9097,15465.7,23.2453
20181001191500,84436.0,66801.4,67700.0,17634.6,26.3985,15196.6,22.7489
20181001192000,84436.0,66636.3,67700.0,17799.7,26.7118,15361.7,23.0531
20181001192500,84436.0,66492.7,67700.0,17943.3,26.9855,15505.3,23.3189
20181001193000,84436.0,66309.5,67700.0,18126.5,27.3363,15688.5,23.6596
20181001193500,84436.0,65889.9,67700.0,18546.1,28.147,16108.1,24.4469
20181001194000,84436.0,65666.8,67700.0,18769.2,28.5825,16331.2,24.8698
20181001194500,84436.0,65601.9,67700.0,18834.1,28.7098,16396.1,24.9934
20181001195000,84436.0,65481.9,67700.0,18954.1,28.9456,16516.1,25.2224
20181001195500,84436.0,65120.7,67700.0,19315.3,29.6609,16877.3,25.917
20181001200000,84436.0,64698.2,67700.0,19737.8,30.5074,17299.8,26.7392
20181001200500,84436.0,64382.4,67700.0,20053.6,31.1477,17615.6,27.3609
20181001201000,84436.0,64569.3,67700.0,19866.7,30.768,17428.7,26.9922
20181001201500,84436.0,64479.6,67700.0,19956.4,30.9499,17518.4,27.1689
20181001202000,84436.0,64241.0,67700.0,20195.0,31.4363,17757.0,27.6412
20181001202500,84436.0,63685.3,67700.0,20750.7,32.5831,18312.7,28.7549
20181001203000,84436.0,63712.2,67700.0,20723.8,32.5272,18285.8,28.7006
20181001203500,84436.0,63618.0,67700.0,20818.0,32.7234,18380.0,28.8911
20181001204000,84436.0,63428.6,67700.0,21007.4,33.1197,18569.4,29.276
20181001204500,84436.0,63414.4,67700.0,21021.6,33.1496,18583.6,29.3051
20181001205000,84436.0,63034.4,67700.0,21401.6,33.9522,18963.6,30.0844
20181001205500,84436.0,62782.7,67700.0,21653.3,34.4893,19215.3,30.606
20181001210000,84436.0,62459.4,67700.0,21976.6,35.1853,19538.6,31.282
20181001210500,84436.0,62607.3,67700.0,21828.7,34.8661,19390.7,30.972
20181001211000,84436.0,62495.0,67700.0,21941.0,35.1084,19503.0,31.2073
20181001211500,84436.0,61998.3,67700.0,22437.7,36.1909,19999.7,32.2585
20181001212000,84436.0,61928.7,67700.0,22507.3,36.3439,20069.3,32.4071
20181001212500,84436.0,61969.6,67700.0,22466.4,36.2539,20028.4,32.3197
20181001213000,84436.0,61884.6,67700.0,22551.4,36.4411,20113.4,32.5015
20181001213500,84436.0,61843.2,67700.0,22592.8,36.5325,20154.8,32.5903
20181001214000,84436.0,61510.5,67700.0,22925.5,37.2708,20487.5,33.3072
20181001214500,84436.0,61255.5,67700.0,23180.5,37.8424,20742.5,33.8623
20181001215000,84436.0,61318.0,67700.0,23118.0,37.7017,20680.0,33.7258
20181001215500,84436.0,61194.4,67700.0,23241.6,37.9799,20803.6,33.9959
20181001220000,84436.0,60842.2,67700.0,23593.8,38.7786,21155.8,34.7715
20181001220500,84436.0,60914.7,67700.0,23521.3,38.6134,21083.3,34.6111
20181001221000,84436.0,60959.3,67700.0,23476.7,38.512,21038.7,34.5126
20181001221500,84436.0,60738.6,67700.0,23697.4,39.0153,21259.4,35.0014
20181001222000,84436.0,60401.5,67700.0,24034.5,39.7911,21596.5,35.7548
20181001222500,84436.0,60247.4,67700.0,24188.6,40.1489,21750.6,36.1022
20181001223000,84436.0,60113.8,67700.0,24322.2,40.4602,21884.2,36.4046
20181001223500,84436.0,59967.3,67700.0,24468.7,40.8033,22030.7,36.7378
20181001224000,84436.0,59750.9,67700.0,24685.1,41.3134,22247.1,37.2331
20181001224500,84436.0,59964.3,67700.0,24471.7,40.8105,22033.7,36.7448
20181001225000,84436.0,59640.3,67700.0,24795.7,41.5754,22357.7,37.4875
20181001225500,84436.0,59283.3,67700.0,25152.7,42.4279,22714.7,38.3155
20181001230000,84436.0,59611.4,67700.0,24824.6,41.6441,22386.6,37.5543
20181001230500,84436.0,60184.2,67700.0,24251.8,40.2959,21813.8,36.245
20181001231000,84436.0,60809.3,67700.0,23626.7,38.8537,21188.7,34.8445
20181001231500,84436.0,60497.3,67700.0,23938.7,39.5699,21500.7,35.5399
20181001232000,84436.0,60435.9,67700.0,24000.1,39.7116,21562.1,35.6775
20181001232500,84436.0,59992.6,67700.0,24443.4,40.744,22005.4,36.6802
20181001233000,84436.0,59809.5,67700.0,24626.5,41.1749,22188.5,37.0986
20181001233500,84436.0,59547.6,67700.0,24888.4,41.7957,22450.4,37.7015
20181001234000,84436.0,59130.3,67700.0,25305.7,42.7965,22867.7,38.6734
20181001234500,84436.0,58959.3,67700.0,25476.7,43.2107,23038.7,39.0757
20181001235000,84436.0,58750.4,67700.0,25685.6,43.7198,23247.6,39.5701
20181001235500,84436.0,58195.5,67700.0,26240.5,45.0903,23802.5,40.901
20181002000000,84436.0,57727.3,67700.0,26708.7,46.2669,24270.7,42.0436
20181002000500,84436.0,57346.0,67300.0,27090.0,47.2396,24652.0,42.9882
20181002001000,84436.0,57263.6,67300.0,27172.4,47.4516,24734.4,43.1941
20181002001500,84436.0,56967.9,67300.0,27468.1,48.2167,25030.1,43.9371
20181002002000,84436.0,56735.9,67300.0,27700.1,48.8229,25262.1,44.5258
20181002002500,84436.0,56032.2,67300.0,28403.8,50.6919,25965.8,46.3408
20181002003000,84436.0,55968.7,67300.0,28467.3,50.863,26029.3,46.507
20181002003500,84436.0,55987.3,67300.0,28448.7,50.8127,26010.7,46.4582
20181002004000,84436.0,55707.5,67300.0,28728.5,51.5704,26290.5,47.1939
20181002004500,84436.0,55557.0,67300.0,28879.0,51.9809,26441.0,47.5926
20181002005000,84436.0,55006.1,67300.0,29429.9,53.503,26991.9,49.0708
20181002005500,84436.0,54913.8,67300.0,29522.2,53.761,27084.2,49.3213
20181002010000,84436.0,55141.7,67300.0,29294.3,53.1256,26856.3,48.7042
20181002010500,84436.0,55240.5,67300.0,29195.5,52.8516,26757.5,48.4382
20181002011000,84436.0,55243.8,67300.0,29192.2,52.8425,26754.2,48.4293
20181002011500,84436.0,55480.1,67300.0,28955.9,52.1914,26517.9,47.7971
20181002012000,84436.0,55349.4,67300.0,29086.6,52.5509,26648.6,48.1461
20181002012500,84436.0,55179.8,67300.0,29256.2,53.0197,26818.2,48.6015
20181002013000,84436.0,55446.4,67300.0,28989.6,52.2841,26551.6,47.887
20181002013500,84436.0,54953.9,67300.0,29482.1,53.6488,27044.1,49.2124
